,Food Name,GI,Serving Size,Carb Serving,GL
2062,"White rice (Satou Co. Ltd, Japan) with low-fat milk (Kemrakuren, Japan)",69,NaN,50,24
2063,"White rice (Satou Co. Ltd, Japan) and non-sugar yoghurt (Meiji Dairy, Japan), yoghurt eaten before rice",59,NaN,50,21
2064,"White rice (Satou Co. Ltd, Japan) and non-sugar yoghurt (Meiji Dairy, Japan), yoghurt eaten after rice",58,NaN,50,20
2065,"White rice (Satou Co. Ltd, Japan) with pickled vinegar and pickled cucumber, pickled foods eaten before rice",60,NaN,50,21
2066,"White rice (Satou Co. Ltd, Japan) with pickled vinegar and pickled cucumber, consumed together",61,NaN,50,21
2067,"White rice (Satou Co. Ltd, Japan) with roasted ground soybean (Mitake Food Ind. Japan) ",56,NaN,50,20
2068,"White rice (Satou Co. Ltd, Japan) with salted dried plum (umeboshi) ",80,NaN,50,28
2069,"WoTao, made from corn and wheat",65,NaN,50,23
2070,"Yoghurt, Yitangping",21,NaN,25,7
2071,Youtiao (deep-fried breadstick),55,NaN,50,19
2072,"Basmati rice pilau, with onion and curry powder",60,NaN,50,21
2073,Bun,82,NaN,50,29
2074,Bun with 10% fenugreek,51,NaN,50,18
2075,"Chapatti, frozen, heated in dry pan for 3 min until browned",50,NaN,50,18
2076,Chapatti (made from Chapatti flour (Elephant Atta Medium Chapatti flour),68,NaN,50,24
2077,Chapatti,58,NaN,50,20
2078,Chapatti with 4% ß-glucan,55,NaN,50,19
2079,Chapatti with 8% ß-glucan,52,NaN,50,18
2080,"Chapati, flatbread",63,NaN,50,22
2081,"Chapati, flatbread with 10% fenugreek",43,NaN,50,15
2082,"Naan bread, heated in microwave for 25 sec",71,NaN,50,25
2083,"Paratha, frozen, heated in dry pan for 1.5 min until browned",53,NaN,50,19
2084,"Pilaf porridge, whole grain (minimally processed whole grains: oats, long grain brown rice, rye, hard red winter wheat, triticale, buckwheat, barley, sesame seeds), cooked for 30 min ",59,NaN,50,21
2085,Rice dosa,76,NaN,50,27
2086,Rice idli (commercially available dry mix),85,NaN,50,30
2087,"Finger millet, decorticated, with lower degree of polish, in the form of upma (savory meal and traditional Indian breakfast choice)",85,NaN,50,30
2088,Finger millet flakes in the form of upma,82,NaN,50,29
2089,Finger millet vermicelli in the form of upma,66,NaN,50,23
2090,Upma,71,NaN,50,25
2091,"Angel food cake (Loblaw's, Toronto, Canada) #",67,NaN,30,20
2092,"Banana cake, made with sugar #",47,NaN,30,14
2093,"Banana cake, made without sugar #",55,NaN,30,17
2094,"Carrot cake, prepared with wheat flour and coconut flour #",39,NaN,30,12
2095,"Cake, NS, sugar-to-flour ratio: 2.25 (Bakery School, Herk-de-Stad) #",51,NaN,30,15
2096,"Pound cake (Sara Lee Canada, Bramalea, Canada) #",55,NaN,30,17
2097,"Sponge cake, plain #",46,NaN,30,14
2098,"Croissant (Food City, Toronto, Canada) #",68,NaN,30,20
2099,"Apple muffin, made with rolled oats and sugar #",44,NaN,30,13
2100,"Apple muffin, made rolled oats and without sugar #",48,NaN,30,14
2101,"Blueberry muffin (Culinar Inc., Canada) #",60,NaN,30,18
2102,"Bran muffin (Culinar Inc., Grandma Martin's Muffins, Aurora, Canada) #",60,NaN,30,18
2103,"Carrot muffin (Culinar Inc., Canada) #",62,NaN,30,19
2104,"Corn muffin, low-amylose (0-7%, Waxy-Amioca) #",102,NaN,30,31
2105,"Corn muffin, high-amylose (65-75% Amylomaize VII) #",49,NaN,30,15
2106,"Oatmeal, muffin, made from mix (Quaker Oats Co. of Canada, Peterborough, Canada) #",70,NaN,30,21
2107,"Muffin, NS #",63,NaN,30,19
2108,"Muffin, plain, made from wheat flour #",46,NaN,30,14
2109,"Muffin, reduced-fat, low-calorie, made from high-amylose corn starch and maltitol #",37,NaN,30,11
2110,"Pancakes, buckwheat, cooked in pan with 5 g oil on high heat for 4 min #",50,NaN,30,15
2111,"Pancakes, prepared with wheat flour and coconut flour #",51,NaN,30,15
2112,"Pancakes, wheat, cooked in pan with 1 g oil on high heat for 4 min #",57,NaN,30,17
2113,"Pancakes, homemade #",66,NaN,30,20
2114,"Pancakes, nutritional #",66,NaN,30,20
2115,"Sweet roll, made from Bengal gram flour, wheat flour, ghee, and cane sugar #",38,NaN,30,11
2116,"Sweet roll, made from Bengal gram flour, wheat flour, ghee, and cane sugar #",65,NaN,30,20
2117,"Sweet roll, made from Bengal gram flour, wheat flour, ghee, and honey #",38,NaN,30,11
2118,"Sweet roll, made from Bengal gram flour, wheat flour, ghee, and honey #",45,NaN,30,14
2119,"Sweet roll, made from Bengal gram flour, wheat flour, ghee, and jaggery #",38,NaN,30,11
2120,"Sweet roll, made from Bengal gram flour, wheat flour, ghee, and jaggery #",62,NaN,30,19
2121,"Banana bread, made with 100% whole wheat flour #",54,NaN,30,16
2122,"Banana bread, made with 100% whole yellow pea flour (Best Cooking Pulses Inc, MB, Canada) #",36,NaN,30,11
2123,"Cinnamon bread, prepared with wheat flour and coconut flour #",51,NaN,30,15
2124,"Crumpet (Dempster's Corporate Foods Ltd., Etobicoke, Canada) #",70,NaN,30,21
2125,"Doughnut, wheat dough, deep-fried #",75,NaN,30,23
2126,"Doughnut, cake type (Loblaw's, Canada) #",77,NaN,30,23
2127,"Flan cake (Weston's Bakery, Toronto, Canada) #",66,NaN,30,20
2128,"Lamingtons, sponge dipped in chocolate and coconut (Farmland, Grocery Holdings, Australia) #",87,NaN,30,26
2129,"Pan de sal (sweet bread roll), containing wheat flour and coconut flour #",68,NaN,30,20
2130,Pastry #,59,NaN,30,18
2131,"Waffles, Aunt Jemima (Quaker Oats Co. of Canada) #",77,NaN,30,23
2132,"Beer, Toohey's New (Tooheys Pty Limited, Australia) #",66,NaN,25,7
2133,"Coca-Cola® (Coca Cola, Atlanta, GA, USA) #",63,NaN,25,16
2134,"Coca-Cola® (Coca Cola, Atlanta, GA, USA) #",77,NaN,25,19
2135,"Cola, sucrose-sweetened, Pepsi® (Pepsi; Hartwell Ltd., Finland) #",90,NaN,25,23
2136,"Fanta®, orange soft drink (Coca Cola Amatil, Australia) #",68,NaN,25,17
2137,"Lucozade®, original (sparkling glucose drink) (Glaxo Wellcome Ltd., Uxbridge, Middlesex, UK) #",95,NaN,25,24
2138,Fruit punch #,67,NaN,25,17
2139,"Cordial, orange, reconstituted (Berri Ltd, Berri, Australia) #",66,NaN,25,17
2140,"Bilberry (Vaccinium myrtillus) drink, ProVita®, fermented with Lactobacillus plantarum 299v, containing 10% bilberry and 5% oatmeal (Skanemejerier, Malmo, Sweden) #",67,NaN,25,17
2141,"Bilberry (Vaccinium myrtillus) drink, ProVita®, fermented with Lactobacillus plantarum 299v, containing 10% bilberry and 5% oatmeal (Skanemejerier, Malmo, Sweden) #",67,NaN,25,17
2142,"Bilberry (Vaccinium myrtillus)  drink, ProVita®, fermented with Lactobacillus plantarum 299v, containing 10% bilberry and 5% oatmeal, with added frozen, thawed and homogenized bilberries #",56,NaN,25,14
2143,"Oatmeal drink, ProVita®, fermented with Lactobacillus plantarum 299v, with added glucose, sucrose and fructose (Skanemejerier, Malmo, Sweden) #",67,NaN,25,17
2144,"Rosehip (Rosa canina) drink, ProVita®, fermented with Lactobacillus plantarum 299v, containing 10% rosehip and 5% oatmeal #",62,NaN,25,16
2145,"Chocolate Daydream™ shake, sucralose (Revival Soy®, Physicians Pharmaceuticals, Inc, USA) (70 g powder + 500 mL water) #",25,NaN,25,6
2146,"Soy beverage (Grupo Leche Pascual, Aranda de Duero, Spain)8 #",17,NaN,25,4
2147,"Allsport®, orange (PepsiCo Inc., Somers, NY, USA) #",53,NaN,25,13
2148,"Cytomax®, orange (Cytosport, Concordia, CA, USA) #",62,NaN,25,16
2149,"Gatorade®, orange flavor, US formula (Gatorade, Chicago, IL, USA) #",89,NaN,25,22
2150,"GatorLode®, orange flavor (Gatorade, Chicago, IL, USA) #",100,NaN,25,25
2151,"Poweraid®, orange (Coca-Cola Company, Atlanta, GA, USA) #",65,NaN,25,16
2152,"XLR8®, orange flavor (Softpac Industries Inc., Plymouth, MN, USA) #",68,NaN,25,17
2153,"Bagel, white #",61,NaN,15,9
2154,"Bagel, white, frozen (Lender's Bakery, Montreal, Canada) #",73,NaN,15,11
2155,Bagel #,77,NaN,15,12
2156,"Baguette, white, plain, industrially produced #",95,NaN,15,14
2157,"Classic French baguette (prepared with wheat flour, ascorbic acid, water, salt & 50 g yeast) #",83,NaN,15,12
2158,"Classic French baguette (prepared with wheat flour, ascorbic acid, water, salt & 50 g yeast) #",75,NaN,15,11
2159,"Classic French baguette (prepared with wheat flour, ascorbic acid, water, salt & 50 g yeast) #",78,NaN,15,12
2160,"French baguette, traditional (prepared with wheat flour, water, salt and 20 g yeast) #",57,NaN,15,9
2161,"French baguette, traditional (prepared with wheat flour, water, salt and 20 g yeast) #",69,NaN,15,10
2162,"French baguette, traditional (prepared with wheat flour, water, salt and 20 g yeast) #",70,NaN,15,11
2163,"French bread loaf, fermented with leaven #",80,NaN,15,12
2164,"French bread loaf, fermented with yeast #",81,NaN,15,12
2165,"Barley flour bread, 100% barley flour #",68,NaN,15,10
2166,"Barley flour bread, made from 50% wheat flour and  50% coarse sieved barley flour (containing 4.2% total 1-3, 1-4 ß-glucan of which 2.8% soluble)  #",74,NaN,15,11
2167,"Barley flour bread, made from 80% wheat flour and 20% water-extracted barley flour (containing 6.3% total 1-3, 1-4 ß-glucan of which 5.7% soluble) #",70,NaN,15,11
2168,"Barley flour bread, whole-grain, made from 50% barley flour and 50% wheat flour (containing 2.4% total 1-3, 1-4 ß-glucan of which 2.0% soluble) #",85,NaN,15,13
2169,"Barley bread, 70% high-amylose barley flour and 30% white wheat flour, baked 20 h at low temperature of 120oC10 #",50,NaN,15,8
2170,"Barley bread, 70% high-amylose barley flour & 30% white wheat flour, conventionally baked for 45 min at 200°C #",71,NaN,15,11
2171,"Barley bread, whole-wheat  #",75,NaN,15,11
2172,"Sunflower and barley bread (Riga bakeries, Sydney, Australia) #",57,NaN,15,9
2173,"Coarse barley kernel bread, 80% scalded intact kernels and 20% white wheat flour #",34,NaN,15,5
2174,"Coarse barley kernel bread, 80% intact kernels and 20% white wheat flour #",41,NaN,15,6
2175,"Coarse barley kernel bread, 75% barley kernels and 25% barley flour #",28,NaN,15,4
2176,"Barley kernel bread, 50% barley kernels and 50% barley flour #",44,NaN,15,7
2177,"Barley kernel bread, 50% kibbled barley and 50% wheat flour #",49,NaN,15,7
2178,"Wholemeal barley bread, flat, thin, soft (50% regular barley flour, 50% high-fiber barley flour) #",50,NaN,15,8
2179,"Wholemeal barley bread, flat, thin, soft (20% regular barley flour, 80% high-fiber barley flour) #",43,NaN,15,6
2180,"Wholemeal barley bread, 80% wholemeal barley flour and 20% white wheat flour #",67,NaN,15,10
2181,"Wholemeal barley flour bread, 80% wholemeal barley flour and 20% white wheat flour with sourdough (lactic acid) #",54,NaN,15,8
2182,"Wholemeal barley flour bread, 80% wholemeal barley flour and 20% white wheat flour with lactic acid #",67,NaN,15,10
2183,"Wholemeal barley flour bread, 80% wholemeal barley flour and 20% white wheat flour with calcium lactate #",60,NaN,15,9
2184,"Wholemeal barley flour bread, 80% wholemeal barley flour and 20% white wheat flour with sodium propionate #",66,NaN,15,10
2185,"Wholemeal barley flour bread, 80% wholemeal barley flour and 20% white wheat flour with higher dose sodium propionate #",58,NaN,15,9
2186,"Barley tortilla, made with straight-grade barley flour (low ß-glucan/low insoluble dietary fiber) and water, frozen and reheated #",52,NaN,15,8
2187,"Barley tortilla, made with wholegrain barley flour (medium ß-glucan/low insoluble dietary fiber) and water, frozen and reheated #",57,NaN,15,9
2188,"Barley tortilla, made with bran flour (high ß-glucan/low insoluble dietary fiber) and water, frozen and reheated #",23,NaN,15,3
2189,"Barley tortilla, made with bran flour (medium ß-glucan/high insoluble dietary fiber) and water, frozen and reheated #",41,NaN,15,6
2190,"Barley tortilla, made with high-amylose dusted flour fractions (medium ß-glucan/low insoluble dietary fiber) and water, frozen and reheated #",39,NaN,15,6
2191,"Buckwheat bread, 50% dehusked buckwheat groats and 50% white wheat flour #",47,NaN,15,7
2192,Buckwheat bread #,67,NaN,15,10
2193,"Chapatti, unleavened flatbread, made from whole-wheat flour #",54,NaN,15,8
2194,"Chapatti, unleavened flatbread, made from whole-wheat flour and Barley Balance (Polycell Technologies, MN, USA) containing 2 g high-molecular-weight barley ß-glucan #",54,NaN,15,8
2195,"Chapatti, unleavened flatbread, made from whole-wheat flour and Barley Balance (Polycell Technologies, MN, USA) containing 4 g high-molecular-weight barley ß-glucan #",31,NaN,15,5
2196,"Chapatti, unleavened flatbread, made from whole-wheat flour and Barley Balance (Polycell Technologies, MN, USA) containing 6 g high-molecular-weight barley ß-glucan #",45,NaN,15,7
2197,"Chapatti, unleavened flatbread, made from whole-wheat flour and Barley Balance (Polycell Technologies, MN, USA) containing 8 g high-molecular-weight barley ß-glucan #",29,NaN,15,4
2198,"Chickpea flour bread, made from Amethyst-type desi chickpeas (JK International Pty Ltd, Rocklea, Australia) #",55,NaN,15,8
2199,"Chickpea flour bread, made from extruded chickpea flour #",68,NaN,15,10
2200,"English muffin (Home Oven, Corporate Foods Ltd, Etobicoke, Canada) #",61,NaN,15,9
2201,"Fruit loaf, Continental, wheat bread with dried fruit #",47,NaN,15,7
2202,"Gluten-free buckwheat bread, made with buckwheat meal & rice flour (Naturis Organic Bread, NSW, Australia) #",72,NaN,15,11
2203,"Gluten-free bread, made from 100% anthocyanin-rich Riceberry rice flour #",69,NaN,15,10
2204,"Gluten-free bread, made from 100% Hom Mali 105 rice flour #",131,NaN,15,20
2205,"Gluten-free white bread, unsliced (gluten-free wheat starch) #",72,NaN,15,11
2206,"Gluten-free white bread, sliced (gluten-free wheat starch) #",81,NaN,15,12
2207,"Gluten-free fiber-enriched, unsliced (gluten-free wheat starch, soya bran) #",70,NaN,15,11
2208,"Gluten-free fiber-enriched, sliced (gluten-free wheat starch, soya bran) #",77,NaN,15,12
2209,Gluten free bread (rice flour and potato starch) #,71,NaN,15,11
2210,Gluten-free bread with 12% inulin-type fructans (rice flour and potato starch) #,48,NaN,15,7
2211,"Hamburger bun (Loblaw's, Toronto, Canada) #",62,NaN,15,9
2212,"Kaiser rolls (Loblaw's, Canada) #",74,NaN,15,11
2213,"White bread roll, soft #",56,NaN,15,8
2214,Oat bread #,32,NaN,15,5
2215,"Oat bread, with added lingonberry fiber (Kiantama Ltd, Suomussalmi, Finland) #",47,NaN,15,7
2216,Oat and buckwheat bread #,58,NaN,15,9
2217,"Coarse oat kernel bread, 80% intact oat kernels and 20% white wheat flour #",66,NaN,15,10
2218,"Bread, long oat (50% wholemeal wheat, 20% rye, 10% oatmeal, 20% white wheat) #",68,NaN,15,10
2219,50% oat bran and 50% wheat flour bread #,45,NaN,15,7
2220,45% oat bran and 50% wheat flour bread #,51,NaN,15,8
2221,Rice bread #,73,NaN,15,11
2222,"Roti, made from industrially-milled finger millet (Eucenea coracana) flour #",59,NaN,15,9
2223,"Roti, made from stone-ground finger millet (Eucenea coracana) flour #",44,NaN,15,7
2224,"Roti, made from Azam maize (Zea mays L.) flour #",69,NaN,15,10
2225,"Roti, made from Babar maize (Zea mays L.) flour #",63,NaN,15,9
2226,"Roti, made from CHT1W maize (Zea mays L.) flour #",71,NaN,15,11
2227,"Roti, made from CHT3W maize (Zea mays L.) flour #",62,NaN,15,9
2228,"Roti, made from CZP132011 maize (Zea mays L.) flour #",64,NaN,15,10
2229,"Roti, made from Iqbal maize (Zea mays L.) flour #",57,NaN,15,9
2230,"Roti, made from Jalal maize (Zea mays L.) flour #",61,NaN,15,9
2231,"Roti, made from Pahari maize (Zea mays L.) flour #",67,NaN,15,10
2232,"Roti, made from Sarhad white maize (Zea mays L.) flour #",56,NaN,15,8
2233,"Roti, made from ZM309 (Zea mays L.) flour #",66,NaN,15,10
2234,"Roti, made from Amin 2008 wheat (Triticum aesitivum L.) flour #",65,NaN,15,10
2235,"Roti, made from Barsat 2010 wheat (Triticum aesitivum L.) flour #",65,NaN,15,10
2236,"Roti, made from Bathoor wheat (Triticum aesitivum L.) flour #",67,NaN,15,10
2237,"Roti, made from Fakhr-e-Sarhadwheat (Triticum aesitivum L.) flour #",67,NaN,15,10
2238,"Roti, made from Faisalabad wheat (Triticum aesitivum L.) flour #",69,NaN,15,10
2239,"Roti, made from Hashim wheat (Triticum aesitivum L.) flour #",63,NaN,15,9
2240,"Roti, made from Insaf wheat (Triticum aesitivum L.) flour #",71,NaN,15,11
2241,"Roti, made from KPK 2015 wheat (Triticum aesitivum L.) flour #",64,NaN,15,10
2242,"Roti, made from Millat wheat (Triticum aesitivum L.) flour #",65,NaN,15,10
2243,"Roti, made from Pirsabaq 2004 wheat (Triticum aesitivum L.) flour #",66,NaN,15,10
2244,"Roti, made from Pirsabaq 2005 wheat (Triticum aesitivum L.) flour #",70,NaN,15,11
2245,"Roti, made from Pirsabaq 2008 wheat (Triticum aesitivum L.) flour #",65,NaN,15,10
2246,"Roti, made from Pirsabaq 2013 wheat (Triticum aesitivum L.) flour #",69,NaN,15,10
2247,"Roti, made from Pirsabaq 2015 wheat (Triticum aesitivum L.) flour #",65,NaN,15,10
2248,"Roti, made from Saleem 2000 wheat (Triticum aesitivum L.) flour #",67,NaN,15,10
2249,"Roti, made from Shahkar 2013 wheat (Triticum aesitivum L.) flour #",70,NaN,15,11
2250,"Roti, made from Tatara 96 wheat (Triticum aesitivum L.) flour #",66,NaN,15,10
2251,Roti/chapatti #,59,NaN,15,9
2252,"Roti, made from 75% rice flour and 25% soy flour #",36,NaN,15,5
2253,Sadha roti (leavened wheat-based bread) #,65,NaN,15,10
2254,Rye kernel bread (Pumpernickel) #,41,NaN,15,6
2255,"Coarse rye kernel bread, 80% intact kernels and 20% white wheat flour #",41,NaN,15,6
2256,"Wholegrain pumpernickel (Holtzheuser Brothers Ltd., Toronto, Canada) #",47,NaN,15,7
2257,"Wholemeal rye bread (75% rye flour with 25% cracked rye grains) (Schilstad bread, Aarhus, Denmark) #",55,NaN,15,8
2258,"Rye kernel bread, Pumpernickel (80% kernels, 20% flour) #",55,NaN,15,8
2259,"Pumpernickel bread, Cocktail, sliced (Kasselar Food Products, Toronto, Canada) #",56,NaN,15,8
2260,"Pumpernickel bread, Cocktail, sliced (Kasselar Food Products, Canada) #",62,NaN,15,9
2261,Pumpernickel bread #,57,NaN,15,9
2262,"Pumpernickel Rye bread (Prunte Marken Pumpernickle, Northrine-Westphalia, Germany) #",58,NaN,15,9
2263,"Whole-kernel rye bread, 60% whole rye kernels and 40% rye flour20 #",58,NaN,15,9
2264,"Bread, rye, made from whole grain rye flour (Lantma?nnen R&D, Ja?rna, Sweden) with lactic acid (88-92% extra purity, Riedel-de Hae?n, Morris Township, NJ, USA), frozen and thawed #",45,NaN,15,7
2265,"Bread, rye, made from 75% whole grain rye flour (Lantma?nnen R&D, Ja?rna, Sweden) and 25% wheat flour, frozen and thawed #",50,NaN,15,8
2266,"Bread, rye, made from 75% whole grain rye flour (Lantma?nnen R&D, Ja?rna, Sweden), 25% wheat flour and lactic acid (88-92% extra purity, Riedel-de Hae?n, Morris Township, NJ, USA), frozen and thawed #",53,NaN,15,8
2267,"Bread, rye, made from whole grain rye flour (Lantma?nnen R&D, Ja?rna, Sweden), frozen and thawed #",56,NaN,15,8
2268,Wholemeal rye bread #,42,NaN,15,6
2269,"Wholemeal rye bread, made from milled flour #",63,NaN,15,9
2270,Wholemeal rye bread #,64,NaN,15,10
2271,Wholemeal rye bread #,67,NaN,15,10
2272,"Wholemeal rye, Klosterbrot (Dimpflemeier Bakery Ltd., Canada) #",67,NaN,15,10
2273,"Wholemeal rye bread, Volkornbrot (Dimpflemeier Bakery Ltd., Canada) #",57,NaN,15,9
2274,"Wholemeal rye bread (75% rye flour with 25% cracked rye grains), with dried figs (Schilstad bread, Aarhus, Denmark) #",54,NaN,15,8
2275,"Blackbread, Riga (Berzin's Specialty Bakery, Sydney, Australia) #",76,NaN,15,11
2276,"Bread, rye and whole wheat flours, enriched with 2% oat ß-glucan #",27,NaN,15,4
2277,"Bread, rye, made from 75% endosperm rye flour (Lantma?nnen R&D, Ja?rna, Sweden) and 25% wheat flour, frozen and thawed #",45,NaN,15,7
2278,"Bread, rye, made from endosperm rye flour (Lantma?nnen R&D, Ja?rna, Sweden) with lactic acid (88-92% extra purity, Riedel-de Hae?n, Morris Township, NJ, USA), frozen and thawed #",45,NaN,15,7
2279,"Bread, rye made from endosperm rye flour (Lantma?nnen R&D, Ja?rna, Sweden), frozen and thawed #",55,NaN,15,8
2280,"Dark rye bread, Schinkenbrot, Riga,  (Berzin's Specialty Bakery, Sydney, Australia) #",86,NaN,15,13
2281,"Dark/Swiss rye, Bürgen™ (Tip Top Bakeries, Australia) #",55,NaN,15,8
2282,"Dark/Swiss rye, Bürgen™ (Tip Top Bakeries, Australia) #",74,NaN,15,11
2283,"Light rye (Silverstein's Bakery, Toronto, Canada) #",69,NaN,15,10
2284,"Linseed rye bread (Rudolph's Specialty Bakery Ltd., Toronto, Canada) #",55,NaN,15,8
2285,"Rye bread, Roggenbrot, Vogel's (Stevns & Co, Sydney, NSW, Australia) #",59,NaN,15,9
2286,Rye bread (50% rye flour + 50% wheat flour) #,51,NaN,15,8
2287,Rye bread (80% rye flour + 20% oat ß-glucan concentrate) #,67,NaN,15,10
2288,"Rye bread, made from 65% wheat flour and 35% rye bran (Lantma?nnen R&D, Ja?rna, Sweden) #",62,NaN,15,9
2289,Rye bread #,65,NaN,15,10
2290,Sourdough rye bread #,59,NaN,15,9
2291,Wheat and rye bread (75% wheat flour + 10% rye flour + 15% wheat bran) #,40,NaN,15,6
2292,50% cracked wheat kernel #,59,NaN,15,9
2293,75% cracked wheat kernels #,49,NaN,15,7
2294,"Coarse wheat kernel bread, 80% intact kernels and 20% white wheat flour #",52,NaN,15,8
2295,White bread #,63,NaN,15,9
2296,White bread #,64,NaN,15,10
2297,White bread #,67,NaN,15,10
2298,"White bread, refined #",68,NaN,15,10
2299,White bread #,69,NaN,15,10
2300,White bread #,69,NaN,15,10
2301,White bread #,70,NaN,15,11
2302,White bread #,70,NaN,15,11
2303,White bread #,71,NaN,15,11
2304,"White bread (Dempster's Corporate Foods Ltd., Canada) #",72,NaN,15,11
2305,White bread #,71,NaN,15,11
2306,White bread #,71,NaN,15,11
2307,White bread #,72,NaN,15,11
2308,White bread #,72,NaN,15,11
2309,White bread #,76,NaN,15,11
2310,"White bread, commercially-manufactured #",77,NaN,15,12
2311,White bread #,78,NaN,15,12
2312,White bread #,80,NaN,15,12
2313,"White bread (Hovis Classic, British Bakeries Ltd, UK) #",87,NaN,15,13
2314,"White bread, homemade #",89,NaN,15,13
2315,White bread #,89,NaN,15,13
2316,White bread #,93,NaN,15,14
2317,White bread #,94,NaN,15,14
2318,White bread with butter incorporated into dough #,59,NaN,15,9
2319,White bread with coconut oil incorporated into dough #,52,NaN,15,8
2320,White bread with grapeseed oil incorporated into dough #,59,NaN,15,9
2321,White bread with olive oil incorporated into dough #,55,NaN,15,8
2322,"White bread, frozen and defrosted (British Bakeries Ltd, UK) #",75,NaN,15,11
2323,"White bread, homemade, frozen and defrosted #",62,NaN,15,9
2324,"Bread, made from 100% white wheat flour, frozen and thawed #",83,NaN,15,12
2325,"White wheat bread, frozen, defrosted and toasted (British Bakeries Ltd, UK) #",64,NaN,15,10
2326,"White bread, homemade, frozen, defrosted and toasted #",54,NaN,15,8
2327,"Bread, made from wheat flour, steamed #",86,NaN,15,13
2328,"Bread, made from mixed white wheat flour (50% Shi4185 and 50% Shixin733 flours), steamed for 20 min #",93,NaN,15,14
2329,"White bread, fresh, toasted (British Bakeries Ltd, UK) #",63,NaN,15,9
2330,"White bread, homemade, fresh, toasted #",66,NaN,15,10
2331,"White wheat flour bread, hard, toasted #",74,NaN,15,11
2332,"Bread, made from wheat flour and 10% cassava flour #",93,NaN,15,14
2333,"Bread, made from wheat flour and 15% cassava flour #",91,NaN,15,14
2334,"Bread, made from wheat flour and 20% cassava flour #",92,NaN,15,14
2335,White bread containing 7 g whole Salba #,63,NaN,15,9
2336,White bread containing 15 g whole Salba #,56,NaN,15,8
2337,White bread containing 24 g whole Salba #,54,NaN,15,8
2338,White bread containing 7 g ground Salba #,63,NaN,15,9
2339,White bread containing 15 g ground Salba #,59,NaN,15,9
2340,White bread containing 24 g ground Salba #,56,NaN,15,8
2341,"Bread, made from 90% wheat flour and 10% jatoba?-do-cerrado (Hymenaea stigonocarpa Mart.) flour #",63,NaN,15,9
2342,"Bread, made from 80% wheat flour and 20% jatoba?-do-cerrado (Hymenaea stigonocarpa Mart.) flour #",54,NaN,15,8
2343,"Bread, made from 70% wheat flour and 30% jatoba?-do-cerrado (Hymenaea stigonocarpa Mart.) flour #",57,NaN,15,9
2344,Bread made from 30% finger millet (VL-146) flour and 70% refined wheat flour16 #,41,NaN,15,6
2345,Bread made from 30% finger millet (PRM-601) flour and 70% refined wheat flour #,43,NaN,15,6
2346,Bread made from 30% foxtail millet flour and 70% refined wheat flour #,50,NaN,15,8
2347,White bread roll + 3 mg trestatin (pancreatic alpha-amylase inhibitor) #,48,NaN,15,7
2348,White bread roll + 6 mg trestatin #,29,NaN,15,4
2349,White bread roll + 3 mg trestatin (pancreatic alpha-amylase inhibitor) #,40,NaN,15,6
2350,White bread roll + 6 mg trestatin #,42,NaN,15,6
2351,"White bread, enriched with 9 g lupin kernel fiber (viscous insoluble fiber) (Australasian Natural Ingredients Pty Ltd, Perth, Australia) #",75,NaN,15,11
2352,"Wonderwhite™, resistant starch-enriched bread (Buttercup Bakeries, Australia) #",80,NaN,15,12
2353,White bread with added wheatgerm and fiber #,49,NaN,15,7
2354,"Bread, made with 50% wheat flour, 6% added resistant starch (ActiStar 11700, Cargill, France) and 3% dextrins (Nutriose FB076, Roquette, France) #",60,NaN,15,9
2355,"White, high-fiber (Dempster's Corporate Foods Ltd., Canada) #",68,NaN,15,10
2356,"White, high-fiber (Weston's Bakery, Toronto, Canada) #",70,NaN,15,11
2357,"Bread, made from wheat flour and freeze-dried okara, a by-product of soy beans (Glycine max L.) #",49,NaN,15,7
2358,"Bread, steamed, made from wheat flour and freeze-dried okara, a soy bean by-product (Glycine max L.) #",54,NaN,15,8
2359,"Bread, white, enriched with fiber blend (70% inulin, 20% guar gum, 5% glucomannan and 5% wheat fiber) #",60,NaN,15,9
2360,"Bread, made from wheat flour with 2.25 g oat ß-glucan incorporated into the test portion (5 g oat ß-glucan/100 g wheat flour), steamed #",53,NaN,15,8
2361,"White bread, enriched with 12 g Arabinoxylan fiber (soluble fiber), lightly toasted #",42,NaN,15,6
2362,"White bread, enriched with 6 g Arabinoxylan fiber (soluble fiber), lightly toasted #",57,NaN,15,9
2363,White bread + 15 g psyllium fiber (Plantago psyllium) #,66,NaN,15,10
2364,White bread + 15 g psyllium fiber (Plantago psyllium)  #,42,NaN,15,6
2365,"Bread, made with 40% ß-glucan-enriched barley flour (Priora hull-less, 11.2% ß-glucan, high amylose) and 60% white wheat flour, frozen and thawed #",57,NaN,15,9
2366,"Bread, made with 40% ß-glucan-enriched barley waxy flour (CDC Alamo, hull-less and waxy, 15.6% ß-glucan, low amylose) and 60% white wheat flour, frozen and thawed #",70,NaN,15,11
2367,"Bread, white, wheat, enriched with barley dietary fiber (Lyckeby Starkelsen, Kristianstad, Sweden) #",66,NaN,15,10
2368,"Bread, made from Hi-Maize® whole grain corn flour (Ingredion, Bridgewater, NJ, USA), white wheat flour and 3% added medium molecular weight guar gum (MEYPRODOR®50, Danisco A/S, Denmark), prepared in an automatic bread machine, frozen and thawed #",62,NaN,15,9
